text	sentiment
AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.	0
AmericanAir Its not that I wasn't offered perks by @USAirways.  I ASKED and was told, NO. #thenewamerican	0
AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you AmericanAir	0
AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take	0
AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them	0
AmericanAir Yes to the iOS. I'm running iOS 8.1.3	0
AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed	0
AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.	1
AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP	0
AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.	0
AmericanAir don't worry you won't steal my money again	0
AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!	0
AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa	0
AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.	0
AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.	0
AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄	0
AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams	0
AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-	0
AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!	0
AmericanAir Airport snow removal method #22...
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN	1
AmericanAir These birds could fly to South America for example #Argentina	0
AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?	0
AmericanAir great, thanks!	1
AmericanAir awesome. Thanks!	1
AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?	0
AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings	0
AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice	0
AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.	0
AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.	0
AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?	0
AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff	0
AmericanAir I'm not sure what happened to my USAirways status when the merger took place.	0
AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!	0
AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.	0
AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?	0
AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.	0
AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?	0
AmericanAir I know. Just a little cold weather humor. :)	0
AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.	1
AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...	0
AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.	0
AmericanAir thanks!	0
AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)	1
AmericanAir These are some awesome photos. Thanks for sharing! 😁	1
AmericanAir new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier	1
AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in	0
AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta	0
AmericanAir I thought all those planes were retired? #MD80	0
Just got off the phone AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.	1
AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out	1
AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx	0
AmericanAir @beantownmatty Sounds like a date!	1
AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican	0
AmericanAir another day another grievance with this airline. No customer service	0
AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, NO.	0
AmericanAir Flight 35. I'm on my way.	0
AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait	0
AmericanAir Thanks so much!	0
“AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp	1
AmericanAir @lpalumbo what weather sun is out	0
AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good	0
AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.	0
AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.	1
AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care	0
AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir	0
AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?	0
AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.	0
AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.	0
AmericanAir I sure do. I'm running version 3.10.0	0
AmericanAir you could train your flight attendants to have some manners and decency	0
AmericanAir @dfwairport you 2 together are the best part of flying!	1
AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.	0
AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!	0
AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.	0
AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!	0
AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.	0
AmericanAir I want to speak to a human being! !!  This is not an obscene request!	0
AmericanAir no response to DM or email yet.  customer service?	0
AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!	0
AmericanAir Thank you.....you do the same!!	1
AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face	0
AmericanAir - how long does it take to get credit to my AA account? Traveled in Jan &amp; only one leg reported. Asked for credit, no response.	0
AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!	1
AmericanAir Okay, I think 1565 has waited long enough for a gate at DFW...	0
	
	
AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless	0
AmericanAir we've already made other arrangements ourselves.	0
AmericanAir thanks for getting back to me. But I will find other airlines in the future.	0
AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?	0
AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal	0
AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.	0
AmericanAir sorry so Late Flight, responded to your DM.	0
AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.	0
AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers	0
AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW	0
AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr	0
AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface	0
AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx	0
AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.	0
AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?	0
AmericanAir DM the locator code, thanks.	0
AmericanAir thank you!	1
AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest	0
AmericanAir thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX	0
AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.	0
AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(	0
AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing	0
AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?	0
.AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.	0
AmericanAir thanks	1
AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating	0
AmericanAir I did	0
.AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.	0
AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr	0
AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.	0
AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?	0
AmericanAir Thank you, you too!	1
AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6	0
AmericanAir Great, thanks. Followed.	1
AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!	1
AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.	0
AmericanAir got another flight. Thanks you	1
AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP	0
AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?	0
AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.	0
AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃	0
AmericanAir still waiting for a flight... I should get my money back	0
AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.	0
“AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA	0
AmericanAir Hi, can you please ticket my award ticket? The status is On Request now. Thanks.	0
AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.	1
AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.	0
AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!	0
AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?	0
AmericanAir yes yes yes,so glad to be headed home!	1
AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now	0
AmericanAir thanks!!	1
AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx	1
AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped	0
AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...	0
AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?	0
AmericanAir narrowly made standby...lots of snags this trip!	0
AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus)	0
AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.	0
AmericanAir thanks so much!	1
AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same	0
AmericanAir I need a flight out tonight. Isn't there anything else?	0
AmericanAir thank you for the confirmation.	1
AmericanAir spent $8 for the choppiest feed of Whiplash ever. #americanairlinesfail #iwantmymoneyback	0
AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement	0
AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.	0
AmericanAir “Inconvenient” is such a convenient word.	0
AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.	0
AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful	0
AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.	0
AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed	0
AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW	0
AmericanAir you guys are killing me. http://t.co/22iPGeIcSm	0
AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.	1
AmericanAir what's the status of flight 1357 out of sju?	0
AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.	0
AmericanAir Its not that I wasn't offered perks by @USAirways.  I ASKED and was told, NO. #thenewamerican	0
AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you AmericanAir	0
AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take	0
AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them	0
AmericanAir Yes to the iOS. I'm running iOS 8.1.3	0
AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed	0
AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.	0
AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP	1
AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.	0
AmericanAir don't worry you won't steal my money again	0
AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!	0
AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa	0
AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.	0
AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.	0
AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄	1
AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams	0
AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-	0
AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!	0
AmericanAir Airport snow removal method #22...
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN	1
AmericanAir These birds could fly to South America for example #Argentina	0
AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?	0
AmericanAir great, thanks!	1
AmericanAir awesome. Thanks!	1
AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?	0
AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings	0
AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice	0
AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.	0
AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.	0
AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?	0
AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff	0
AmericanAir I'm not sure what happened to my USAirways status when the merger took place.	0
AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!	0
AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.	0
AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?	0
AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.	0
AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?	0
AmericanAir I know. Just a little cold weather humor. :)	0
AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.	0
AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...	0
AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.	0
AmericanAir thanks!	1
AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)	1
AmericanAir These are some awesome photos. Thanks for sharing! 😁	1
AmericanAir new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier	1
AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in	0
AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta	0
AmericanAir I thought all those planes were retired? #MD80	0
Just got off the phone AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.	1
AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out	0
AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx	1
AmericanAir @beantownmatty Sounds like a date!	1
AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican	0
AmericanAir another day another grievance with this airline. No customer service	0
AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, NO.	0
AmericanAir Flight 35. I'm on my way.	0
AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait	0
AmericanAir Thanks so much!	1
“AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp	1
AmericanAir @lpalumbo what weather sun is out	0
AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good	0
AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.	0
AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.	0
AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care	0
AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir	0
AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?	0
AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.	0
AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.	0
AmericanAir I sure do. I'm running version 3.10.0	0
AmericanAir you could train your flight attendants to have some manners and decency	0
AmericanAir change fee = same price of new ticket... Not logical	0
AmericanAir Nice to read it! Thank you very much!	1
AmericanAir we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE!	0
AmericanAir Fuck you.	0
AmericanAir 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????	0
AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx	0
AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!	1
AmericanAir Thanks!	1
AmericanAir Can someone contact me about my awful experience with american airlines this weekend	0
AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase	0
AmericanAir your definition and mine of 10 min is vastly different. I understand the need to get off the plane for maint, but be honest.	0
AmericanAir @dfwairport you 2 together are the best part of flying!	1
AmericanAir @dfwairport Guys, let it go. http://t.co/vOxcghciJi	1
AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?	0
AmericanAir I can hardly believe it! Bundle up and stay warm! 😉	1
AmericanAir You're right. Someone is up to something...	0
AmericanAir the flight is not going to make the connection to #MEX #AA2444	0
AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.	1
AmericanAir can I get a free ticket to Hawaii for being fabulous	0
AmericanAir 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and...	0
AmericanAir i want to change my flight for next week, they will still charge me. Waiting for fligt status	0
AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!	0
AmericanAir great customer service thanks	1
AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?	0
AmericanAir yes they do http://t.co/wCSAZZQPae	0
AmericanAir hook me up with a free trip to Barbados and I will tell you the secret beaches to see	0
AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.	0
AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern	0
AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.	0
AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.	0
AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly	0
