text	sentiment
Currently waiting for apple to review the app so hopefully it will be out ASAP. Thanks for the support. #excited #courtsideassistappforiOS	1
simonmoeller That is kick-butt! Next level: Subway Surfers coming pre-installed on your iPhone (apple not a bad idea actually)	1
#Iphone 5s #builds on that #achievement with #Touch ID, a #?ngerprint identity #sensor! http://ow.ly/oO0u0   apple	1
filsfan apple TheMIXXRadio The_Hott_Spot TheMixxHangout Rockstar! Love you!	1
astrologyzone My commitment got pushed back a week so I'll get to see you next week apple looking forward to it!	1
Love the apple and burberry marketing partnership; Burberry shoots runway show teaser w/ iPhone 5S >> http://on.mash.to/1bbFSCA  via mashable	1
So glad apple now offers the iPhone in multiple colors because god forbid they actually spend resources improving the network capability.	1
lxforever laurenjessa the sleep button slowly died. Lovely apple service, happy customer...not sure on bubblemania data ret. policy tho	1
RT TheDiMassa A3) yes. Samsung and apple are volleying w quicker & quicker devices. Helping to raise all of mobile's speed/UX #mobilebiz	1
apple iPhone in Gold :o	1
Excellent Musician App ScaleBoxApp apple iTunesMusic apple #iPhone #Piano #ABRSM #Music #OnlyClassical #Violin  http://forbit.ly/scaleboxapp	1
Guess who has Champagne color as well #iphone5s #iphone5c #tools #homeimprovement #homeowners #home apple undefined	1
Don't think apple is innovating? Think apple is behind? You couldn't be more wrong pic.twitter.com/s3RzJZyssJ	1
Update: New article - I talk about apple becoming a dominating force with the new A7 chip and iOS 7 ~ http://smgtechmedia.com/Pages/apple.htm	1
Stratix is very excited to be hosting apple's Oct App Development briefing. Learn more navneet.sainistratixcorp.com	1
I want to have this right now! Best mobile concept idea ever.. Check it out! #phoneblocks.com #mobilerevolution #loveit apple samsung	1
apple may have just recaptured this fanboy's heart. Ha. With a little flash! #greeniphone #yesplease	1
Love working apple watching people with the tech problems. #entertainment	1
#Tech goes glam as apple and Samsung partner with high fashion to promote their devices. http://bit.ly/160eL6m  #smartwatch #luxury	1
dear apple the very excellent #2000ad have submitted an update. please approve so I can read me some #slaine and #dredd	1
darn you apple for introducing a new #iphone anodized finish color. that i didn't know about 2 secs ago & now #want.	1
airwaysmagazine apple BoeingAirplanes Fascinating!	1
apple please released ios7 tonight i am in desperate need	1
The gents at the apple Store are basically the hottest nerds going.	1
iBrooklynB apple I would get 5c green I think it would be better xx	1
microsoft is just Jealous because apple is basically putting them out of business. I give Microsoft 5 years at most!	1
Is apple store to preorder the new iphone. Then when it comes in I sell for 3x more. Thanks apple	1
GIVE ME THIS .apple pic.twitter.com/HlVXNtISUG	1
Last week with Samsung next weekend it's all about the iPhone #iphone5 apple	1
touch screen macbook waiting on it. apple make it happen	1
Look at the new features of the  #iphone #iOs 7  #iphone5 mashable[VIDEO] http://buff.ly/17sWtOc  apple	1
I want a black + gold iPhone. apple make it happen	1
#Android v. #iPhone: Google has the #mobile lead, apple still reigns in #commerce. http://ow.ly/oQCGb  #tech #business	1
nowadays it is embarassing having a blackberry! stick with apple iPhones	1
People think apple aren't innovating...Hello have you read about the new #M7 chipset or looked over how the #fingerprint was engineered??	1
Love this Muhammad Ali ad from apple #thegreatest #thinkdifferent pic.twitter.com/uhYPsr33VW	1
My dreams have been infiltrated by the iPhone 5s gold... apple what have you done to me?	1
apple launched the TouchID at the right time.	1
FOLLOW apple NOW	1
Hey apple. Please make the iPhones,etc sound like JARVIS someday--via updates. That would be freaking awesome!!	1
Waiting for apple to release the new iPad so homegirl can get one... #cmon #ihavethefirstone #giddyup	1
THIS IS WHAT I WANT apple GOD JESUS pic.twitter.com/SJVVjKA3Sd	1
Dear dstv and apple. Well done! I was a bit sad that I missed the 1st ep of Suits but... ? pic.twitter.com/xshI3GQlku	1
apple launches in-store #iPhone recycling program http://ow.ly/oR69m  via eldaily	1
BlakeGrahamPGA BestBuy I'm starting to do that, I've always gone to the apple store for any of there toys!	1
Very True. apple iPhone: Designed in #California But Manufactured Fast All Around the World (Infographic) | http://ow.ly/oONxW	1
I liked the original 3g IPhone apple	1
Check out some new things to look forward to with apple announcing #iPhone 5C and 5S and confirming #iOS7 http://ow.ly/oR9J3	1
How apple Is Improving Mobile App Security http://fw.to/Qo0DqXT  #Mobile #App	1
mrjamesnoble One can only try to read the signs and connect the dots. apple is however the one company I believe can do such a thing ??	1
Everyone come out & support us 7pm apple ?????	1
mac apple creative! #5C iMore pic.twitter.com/QBI2za6XUv	1
I missed big picture of yesterday apple announcement - is the #iPad. With free #iWork and 64bit Apple just cemented no1 position on tablets	1
This phone could be the next huge thing...Look out apple http://ow.ly/oOcPF   #phoneblocks	1
The worldwide #mobile phone market is forecast to grow 7.3% year over year in 2013 with apple iOS the number two operating system, via IDC	1
#geekchic RT peterloudis: Genius Idea.  Who is going to get on this? microsoft motorola apple google http://bit.ly/16lfd2s  #smartphone	1
pr1nc355haybug no way. It's perfect in every way. apple steps up their game every single update.	1
Off to apple.  It's #teamiphone time once again!!!!	1
Will apple Cheaper #iPhone succeed? http://ht.ly/oOf4V	1
Can I have one of those colourful cases for my iPhone 5 apple	1
Well, Nokia's surprise tomorrow couldn't possibly be a gold case because, surely, apple holds a patent on that colour now. #WinPhan	1
Jon4Lakers TechnoBuffalo this is so annoying apple do something cool and are the first ones to do it then of coarse Samsung has to copy:p	1
One more LED is simply more light - one more LED with a different color that solves an old problem is an #innovation apple	1
ETCanada justinbieber also nice ad/promo for #iphone apple   http://instagram.com/p/eOODXzgvpq/	1
Impressive talk w/ Steve at Clusocluso's office about apple's latest announcements http://instagram.com/p/eKA4GsJKil/	1
Match made in heaven Burberry  and apple #Digitallyperfect #fashion meets #Tech For Their Next Trick.... pic.twitter.com/G16DMiMDT9	1
Why apple is setting the right price with the #iPhone5C, to eliminate grey market inefficiencies. $AAPL - http://wp.me/pEkSv-7F	1
I want iOS 7 already! apple ??	1
apple will twerk for a macbook	1
apple 's Key To #Innovation: Iterations, Not Just Breakthroughs http://buff.ly/1dZBmbp	1
JMLColley apple thanks for taking it in the right spirit !!!! ??	1
I wish! RT TheEspinAlien GIVE ME THIS .apple pic.twitter.com/yArBR8M7fB	1
apple twitter ibm Happy Programmers' Day folks!	1
iBrooklynB apple iPhone 5s in gold. You still playing for qpr	1
Bueno Asi Como Cuando Apple Saca Iphones Mas Baratos .... Bueno Asi !! apple #Iphone5c pic.twitter.com/LoT9CY2ULV	1
FOLLOW apple NOW	1
highlyHIGHtori apple summin like that... I just be chillin tho	1
apple appleFreak	1
FOLLOW apple NOW	1
apple i demand you give me an iphone	1
Naturally_M33H apple----wow all this morning	1
apple has announced the iPhone 5S, iPhone 5C, iOS 7 release date! Thoughts? #iPhone	1
apple my dad won't buy me the iPhone 5s help	1
7evenStarz apple Dude the 64 bit processor will be faster on the native OS even without the ram. This is a stepping stone to 64 bit mobile	1
Pretty sure if I could have any voice in the world it would be apple's own #JonyIve	1
#iPhone5c #boutthatlife apple	1
iahhc mcmillen1 OITHelpDesk cmb1974 What is your favorite new apple #iPhone5C color? Mine is #Pink applePicking Sprint	1
A3) yes. Samsung and apple are volleying with quicker and quicker devices. Helping to raise all of mobile's speed/UX #mobilebiz	1
Ringrazio Gabriele e l'assistenza apple GRANDI!	1
MissPhilly2013 apple should have waited for 5S. They come in cute colors now!	1
#iOS7 is actually more exciting than the actual new hardware from apple so either way we are all getting new iPhones.	1
7evenStarz apple it is paving the way to 64 bit mobile future. The S model is the perfect time to make this transition.	1
Crazy about apple iPhone 5s in #India. Use #eBayCheck eBayIndia. R.I.P India Rupee, welcome #eBayCheck.	1
Top #business #apps for apple's iPhone, iPad. What are your favs? #mobile - http://ow.ly/oFQgC	1
What Om Malik likes and doesn't like about the new apple iPhones http://buff.ly/1eGmopu	1
#iBeacons may be #iOS 7's most interesting hidden feature apple #iPhone http://fb.me/1kLk3lVN6	1
congrats on the shiny new technologically advanced iPhones apple BUT WHEN WILL YOU LET ME OPT OUT OF GROUP TEXTS YOU'RE KILLIN ME	1
keeeruh luckily the gems apple are fixing it for freeee! ??	1
stephenclark apple Wasn't that absolutely darling!	1
iBrooklynB apple Green:)	1
WOW that's so raven apple http://t.imehop.com/14Pf3gc	1
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	1
EllieDash haha #parentoftheyear apple	1
Why does windowsphone and Android constantly try to compete with apple it's levels to this, and y'all just not there.	1
I have the same apple iPhone consumer feeling launch as the market - great phone, too expensive!	1
momentsfade apple LMAO!  That is too darn funny!	1
DarrenSproat nokia apple don't forget it's #innovation	1
Dear apple: Vladimir Putin says he likes the new iPhone 5c but wishes it came in red+black #VladSays	1
I want iOS7 now please apple	1
apple get on it	1
.c7five asked Siri an important question. http://j.mp/19L1cLj  At least apple was honest.	1
Topics: Highlights for apple's iPhone 5s, Putin's U.S. PR firm, twitter's IPO and Socialwally brings social media posts to HD screens.	1
IseeBlighty enjoy! ...  johan_barnard: Hahaha some people just have too much time! android vs apple ... Again! pic.twitter.com/ym1A0Z6RzJ	1
??????? apple come back for new twit's	1
Loved the metallic look. Not a big fan of #FingerPrintScanning. already have a pastic backed touchscreen smartphone. apple are u listening?	1
jonjonnyp apple Danny: yes. But anyone with a brian will. My Gazelle offer for 350 for my 5 is still good until the 22nd...	1
Don't worry about your stock price apple, Microsoft stock price shot up 7% just by firing 1 employee.	1
now available in the Google Play app store, the CreativeFutur app. coming to apple soon #UWScreative pic.twitter.com/bGFBBQiu0V	1
A #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	1
Apple authorized repair guy just told me to take my iPad someplace else since Apple Doesn't repair iPads. Is that true apple?	1
AccordingToNina apple akemisue ShastaAnne no case needed... I hope ;)	1
Can apple please come out with a black and gold iPhone!	1
natz0711 mishi_za SamsungSA apple the infrastructure is regulated and improved by government ,not them	1
Dammit apple, take my money for a new  5S already #brokenhomebutton	1
apple I want the new iPhone update already!!!! UGH #Dying #Need #hurryup!!!!!	1
JohnathonV apple NEVER stop learning!!	1
Rivals turn to Twitter as apple announces new #iPhones, http://ow.ly/oMrmN	1
iBrooklynB apple Iphone 5s white/silver	1
.apple made the first mass-market color digital camera. #TakenToOz Fun article from Mashable http://on.mash.to/1bQ5Lp3	1
jenniebond1 apple excellent glad to hear you have fully functioning gadgets.	1
How can you people believe in a P/E ratio of greater than 22 for twitter when apple is around 10 #valuation #startups #IPO	1
Dear apple please give me an iPhone 7 so that I can laugh at all the peasants with their 5's.	1
It's dumb to diss apple #touchid until developers have a chance to develop on it. Same as when the orig iPhone came out b4 the AppStore	1
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune #IPOD GENERATION	1
#eltonjohn #itunesfestival apple unreal to watch live via appletv straight to HD TV.	1
Guess who has Champagne color as well #iphone5s #iphone5c #tools #homeimprovement #homeowners #home apple http://ow.ly/i/38y2B	1
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	1
Darnit lol Don_1ZA: mishi_za natz0711 SamsungSA perfect time to move to apple they don't seem to care about you	1
Progressive apple Fans, Prepare to Support the Koch Brothers! http://ow.ly/oPEAX  #p2 #1u #uniteblue #ctl #libcrib #ows	1
apple - iOS device is in motion, then iMessage sender text bubbles are red. #simple	1
Apple announces iPhone 5S, iPhone 5C, iOS 7 release date! Thoughts? undefined   apple ShopBreaMall	1
7evenStarz apple so Mikey tell us how you really feel ;-)	1
Next apple idea. NFC on iPods. Man you gotta hear this song. Taps ipods woe this song is great #boomheadshot	1
applenews apple What if you guys Create an #iShoes5S that would be something #iphone #mac apple applenews appleevent	1
Thanks 4 this sharpmagazine: Fingerprint recognition? iOS7? Everything You Need to Know About apple's New #iPhone: http://bit.ly/14MbzLm	1
I'm interested to have a look at all new #Lumia by apple  cc: nokia potasiyam thehoneymad isfarahmad	1
dear apple, please bring back the option of matte instead of glossy for MacBookPro screens. and bring back the 17 while you're at it.	1
TehGreenMC Ghostt_Gaming Microsoft google apple anyone well apparently anyone lives in London	1
apple #iPhone5S VS. Apple #iPhone5 Epic Battle! - GeekHelpingHand http://buff.ly/187kJCd	1
apple Some police dept in Florida could use some appleCare assistance. #ZIMMERMAN	1
apple what's going on with you're store.. Gonna announce a new MacBook Pro?? Please #excited #wantapple #impatient	1
apple - please send BoydScot and iPhone rush delivery so I can snap chat him. Kthanks ??????	1
Aiming at high end with #iPhones is classic apple http://disq.us/8f4kw3	1
wayneshurts apple appletweets Wayne that's awesome ????	1
Why hasn't apple come out with a pie or a crisp yet? #piephone	1
if you ask me, apple should be the phone company, and connect you with whoever is providing the best coverage for wherever you are. DONE.	1
thepartycow Motorola twitter apple adambain I believe #winthemoment is the correct term? ;)	1
LOL. RT GCYC: brenberryblast If my phone can half echrofon half whatsapp I sure reply. This is good feedback apple should look into this.	1
So many tech companies (apple, Cisco, SalesForce, and Oracle) match employee donations - http://ow.ly/oBK5i	1
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO  apple itune}	1
A #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	1
The only thing I'm asking from apple is a waterproof iPhone.	1
Dear apple, in your next iOS update, please make the male Siri voice sound like JARVIS from #IronMan.    Sincerely,   Everyone.	1
Hey apple TimCookAppleCEO, I don't mean no harm, but next update, can I get some brown ppl face emoticons pls? ?????????????????????? Thx	1
The axis today is not conservative vs liberal. It is constructive vs destructive.  #quote #qotd #wordsofwisdom #wow #SteveJobs apple	1
Shiny new apple phone! If you're into that -> RT sprint: iPhone 5s is coming to Sprint on September 20th. http://bit.ly/1aHyzmO	1
I'd be surprised if apple doesn't release a future version of the the iPad Mini in the pastel colours of the iPhone 5C. cc: pschiller	1
windowsphone thirty-two bit has NO S but the apple Sixty-four bit DOES. And so does SLAMMED	1
Hey apple I got an idea for the new iPhones, why not a refillable lighter fluid compartment, why let bic and zippos have all the fun?	1
Live from Apple's Town Hall. Apple 2.0 - Covering the business that Steve Jobs built  http://pb2.co/8ppx5  cnnmoney apple #iphone #iso7	1
tomlinshortcake apple my phone does that too!	1
Wij wensen onze SoMeMonteur veel plezier en nieuwsgierigheid in #NYC !! Bezoekje apple store - will be fun!!	1
laurenjessa apple bubblemania lxforever working on it, already #level6	1
Just left the apple store put TheMIXXRadio on every App Store and safari page I could. GiniaNightly The_Hott_Spot TheMixxHangout	1
highsnobiety: Have you pre-ordered your apple #iphone5c today... http://bit.ly/1eARpLz  pic.twitter.com/PoEGS09TRbAlifBladz	1
Bueno Asi Como Cuando Apple Saca Iphones Mas Baratos .... Bueno Asi !! apple #Iphone5c pic.twitter.com/xS8q9YkLAZ	1
I'm at apple Store, Partridge Creek (Clinton Township, MI) http://4sq.com/17yLume	1
5C ne kanka ya hangisini alcagimizi sasirdik apple	1
Team ios what's up I'm back OyinCanSoda DarthDream apple	1
iBrooklynB apple you will be be happier with a white/silver one. its easier to match yer clothes ;D green might be out of fashion soon..	1
Thanks apple 5% warning now in iOS 7 lol. pic.twitter.com/DPC2fg8JDV	1
apple A game called fluzzity is making a feature called iFluzz.The feature will have a complete copy of the iPhone. pic.twitter.com/00dDsO3i0O	1
Fact: Like fingerprints, everyone's tongue print is different.    Ayo apple	1
OS X Mavericks, AirPlay from iOS devices to Macs. # MakeItHappen apple	1
Sysco apple HQ. Great visit abt leading edge Apps on best devices to help our Sysco OpCos & Customers appletweets pic.twitter.com/OvTW9D1vaJ	1
Wassup with the wassup apple	1
apple hurry up and release iOS 7 I got numbers I need to block...like now	1
realexpayments TalkingPayments Hey, .apple did it with the iPhone ;) #plastic	1
LifeInLoFiBlog CeciliaLuis Hipstamatic & Oggl iOS7 Updates are being sent to apple this week, hopefully will be ready for launch	1
The_1nd_Only365 apple it's coming on the 18th, they announced that yesterday lol	1
Nava_520 apple you can lol	1
Genius Idea.  Who is going to get on this? nokia microsoft motorola apple google http://bit.ly/16lfd2s  #smartphone	1
many folks wish apple also had an engineering office here. WSJ Seattle Is a Great Place to Start a Business http://on.wsj.com/186Mzi1  #ohwell	1
filsfan apple GiniaNightly The_Hott_Spot TheMixxHangout awesome! Thanks man	1
The uksga #CatsCab app is now available on apple.  Download & use it now universityofky students!!	1
I think you right Don_1ZA: mishi_za natz0711 SamsungSA perfect time to move to apple they don't seem to care about you	1
A big departure for apple: a low-cost, simpler iPhone version to compete with Android & expand market. http://ow.ly/oMtd3  #biz #tech	1
frMoisesfr apple los nuevos iphone van a ser muy baratos no ya te lo dije Apple no es lo que era	1
Some smart person grabbed apple, must be asking for millions.	1
frickfuentes that would be perfect omg ?? get on it apple jesus god DerekSanders	1
LanceUlanoff Got a great facial expression of you wile watching the apple special even release video at 65min 8 sec	1
Is io7 from apple provided as a free piece of upgrade software from Apple, they say it's better than an upgrade?	1
Are you a 5s or 5c kind of person? For me it's def gonna be a 5s! #Sept20 apple #TeamiPhone	1
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO  apple itune}	1
This better be worth it apple	1
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	1
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO  apple itune}	1
Could the apple #iPhone5s and #iPhone5c revolutionize the way we use technology? http://bit.ly/17WFUJr  via fishbat	1
Burberry & apple Collaborate to Share Runway Show Experience #LFW #MCstyle pic.twitter.com/uEyRkwl6i6	0
johan_barnard: Hahaha some people just have too much time! android vs apple ... Again! pic.twitter.com/yMgC0UGKOA	0
Resumen de la keynote de apple en 8 GIFs claves: Nuevas fundas coloridas para proteger y adornar nuestro iPhone http://bit.ly/1e6hROk	0
apple Dreamz , Taman Segar. #csotournament	0
apple I need my tweeting from the notification bar	0
If you knew someone was driving would you send them a text? apple why not provide that feedback in iMessage? #prodmktg	0
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	0
HEEEY HEEY apple pic.twitter.com/50FIDqHMRd	0
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO  apple itune}	0
A #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune	0
hey apple why is vaginitis saved onto autocorrect ...	0
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES apple #PROMO#IPODPLAYERPROMO apple itune}	0
?????????????????????????!apple store	0
Aller, et vive apple multi color	0
ChunHerena You sure have a small # of followers for working for apple (note the sarcasm)	0
Newsflash: Burberry Collaborates with apple for the Spring/Summer 2014 Show at #LFW http://ow.ly/oPZc5	0
How long after the preorder date for the iPhone 5s will I receive my iPhone? apple	0
Quiilucru apple gg	0
sheisyanni HUHUHUHUHU OONGA EH, PAASA KA apple	0
Inviolable le #touchID ? apple se met le doigt dans l'oeil !	0
... if these apple iPhone headphones are broke, this will be the 3rd pair this year!!! ??????	0
apple	0
apple Descola a ios7 logo porra	0
Downloading Itunes apple	0
apple Offers More Details on the #iPhone 5s #TouchID #Fingerprint Scanner http://fb.me/2TG09Dhvb	0
manolomata apple Peor pa ti!	0
burgesg mulderc Good article George,  seems so much more immersive than NFC, I wonder why apple hasn't made a bigger deal out of BLE?	0
RT todd_cox: The uksga #CatsCab app is now available on apple.  Download & use it now universityofky students!!	0
apple AyudaMovistarVe can some one tell me who can unlock mi iphone4s. Have been more than a year since I bought it	0
